text,polarity,subjectivity,pred class,actual class
clear skin is more important than lighter skin  clears your skin that's enough , 0.25 , 0.6 , pos,
i'm proud of my dark skin i don't want to be fair you should be happy with what you are , 0.54 , 0.82 , pos,
melanin is very important dear   prevents cancer , 0.52 , 1.0 , pos,
one word do what u like n love what you do , 0.5 , 0.6 , pos,
flash light in front of us is clearly visible , 0.25 , 0.54 , pos,
and also melanin is so important  it prevents cancer  and the chemicals which you used decreases melanin content and increases the probability of cancer , 0.4 , 1.0 , pos,pos
don't believe them they all are giving paid reviews , 0.0 , 0.0 , neg,
this is the kind audience base we need in india more  all the comments i see here are about being happy with our original skin color , 0.3 , 0.83 , pos,pos
don't advertise these things , 0.0 , 0.0 , neg,
harms others , 0.0 , 0.0 , neg
this particular brand pays youtubers to review them i seriously don't get the ethics these kinds youtubers have  no sense at all , -0.08 , 0.5 , neg
after 3mnths you look the same as before , 0.0 , 0.12 , neg
i'm a type of person who looks good only on my dark skin i never used filters for my pics  my darkness gives me happiness all matters is your  personality , 0.31 , 0.55 , pos
are you a doctor  long term use of it can have adverse effects even life threatening so i request you not to advertise such things? , -0.03 , 0.45 , neg
a real beauty , 0.2 , 0.3 , pos
they are all doing for money  they have their sales profit in the product , 0.0 , 0.0 , neg
can't take this much of gin in my mind , 0.2 , 0.2 , pos
this doesn't make you beautiful  still you look average , 0.35 , 0.7 , pos
what is the cost of 500 mg doses and where can i purchase it  seems promising? , 0.2 , 0.5 , pos
o thoughtless   mortals   ever blind to fate   to soon defected too soon to elate  beauty in vain   pretty eyes may roll , -0.12 , 0.83 , neg
but where is glowing , 0.0 , 0.0 , neg
i have extreme freckles all over my face and that makes me insecure about my looks and people even look me like they're disgusted that makes me very awkward about my looks so i heard that gluten also helps lighten freckles , -0.6 , 0.97 , neg
obsessed with glutathione tablets  drips etc. whenever i see your videos its like there's nothing beside skin whitening  are you trying to be the female version of michael jackson , -0.25 , 0.58 , neg
now a days she is more passionate about money money and honey  keep continue didi , 0.23 , 0.68 , pos
as a dermatologist i used many of glutathione oral products but none of them work even after 3 months , 0.5 , 0.5 , pos
does not work? , 0.0 , 0.0 , neg
please stop making insane videos like this  dark skin is beautiful and people like you should stop promoting this product being educated , -0.1 , 0.8 , neg
just have different types of juices and prevent from the sun  that's enough   if this works everyone will become color right , 0.1 , 0.55 , pos
you need to take eye drops , 0.0 , 0.0 , neg
people in the comment section loving themselves for their dark skin stop insulting us , -0.18 , 0.78 , neg
this girl is rat of labs , 0.0 , 0.0 , neg
as per your video in may 2018  you have given  the feedback on now you are saying it works , 0.0 , 0.0 , neg
great one more video to encourage fair skin  when will this obsession for fairness go , 0.67 , 0.72 , pos
is it permanent in the color change or i have to use whole life? , 0.2 , 0.4 , pos
i love my dark skin , 0.17 , 0.5 , pos
thanks for the knowledge , 0.2 , 0.2 , pos
people loving their color  that age is gone fair and lovely one , 0.6 , 0.87 , pos
actually i'm living in my kennel because i'm a dog breeder so just because of that i have to work in direct sunlight please for that thing which kind of precaution i have to follow to get best results , 0.42 , 0.42 , pos
did you consult any doctor before taking these tablets? , 0.0 , 0.0 , neg
love you sister , 0.5 , 0.6 , pos
i am worried about this girls mental balance try to be organic , -0.1 , 0.2 , neg
mitochondria theory of ageing or b much effect karta h kya ye , 0.2 , 0.2 , pos
this is harmful , 0.0 , 0.0 , neg
you guys need to be sued for playing with others health and taking an undue advantage of insecurities of people , 0.0 , 0.0 , neg
used for 4 months just a waste of money , -0.2 , 0.0 , neg
i'm 53 years old medium complexion , 0.1 , 0.2 , pos
be happy with what you have , 0.8 , 1.0 , pos
everyone is beautiful in this world  so love yourself , 0.68 , 0.8 , pos
where can i find this , 0.0 , 0.0 , neg
please give me your mobile number i contact with you please reply , 0.0 , 0.0 , neg
thanks didi for the suggestion , 0.2 , 0.2 , pos
have some , 0.0 , 0.0 , neg
looking gorgeous , 0.7 , 0.9 , pos
take natural gluthonine from cabbage cauliflower broccoli radish  keep glowing  avoid any form of supplements  go natural foods , 0.1 , 0.4 , pos
can i thyroid patient take it too? , 0.0 , 0.0 , neg
you are looking beautiful , 0.85 , 1.0 , pos
everyone should know that she is sponsored   she gets the money and instantly create this add  even she dint use it  its all scripted , 0.0 , 0.67 , neg
this price may , 0.0 , 0.0 , neg
greedy , 0.0 , 0.0 , neg
but you are skin doesn't look that good it has some pigmentation inspite of makeup  or tumhari skin glow bhi nahi ho rahi hai  inspite of camera filters , 0.7 , 0.6 , pos
side effects problems hay , 0.0 , 0.0 , neg
the more chemical u put in the more your body will get affected , 0.5 , 0.5 , pos
don't promote this nonsense  our skin shade is enough for us , 0.0 , 0.5 , neg
i used this product but no result  try for your business carry on , 0.0 , 0.0 , neg
i tried but it didn't work i got darker skin so i stopped to talk , 0.0 , 0.0 , neg
is there any side effects  can i use it without consulting a doctor? , 0.0 , 0.0 , neg
how to become a racist in one month? , 0.0 , 0.0 , neg
i used last 3months before but it doesn't work on my face  i wasted my 15000rs i felt really bad place guys don't buy , -0.3 , 0.24 , neg
dear congratulation you will get skin cancer soon cancer of melanocyte   because your chemical kills skin cells which prevent skin cancer causing by beta rays of sunlight , 0.0 , 0.0 , neg
fake never use   products which encourages people to get fair skin because it has many cancer properties uses , 0.23 , 0.8 , pos
link of oscar z , 0.0 , 0.0 , neg
i have a gift job no need to be a fair skin tone , 0.7 , 0.9 , pos
rip , 0.0 , 0.0 , neg
just drink every day one glass of orange juice , 0.0 , 0.0 , neg
is it permanent solution? , 0.0 , 0.0 , neg
dark circles and pigmentation will go , -0.15 , 0.4 , neg
drink timing pals , 0.0 , 0.0 , neg
uneducated women  nonsense  its harmful to stomach , 0.0 , 0.0 , neg
you are beautiful , 0.85 , 1.0 , pos
is it safe without consulting a doctor? , 0.5 , 0.5 , pos
uneducated women  don't try these guys i am a dork , 0.0 , 0.0 , neg
i have dark skin  i'm not ugly  you are , 0.1 , 0.7 , pos
its very injurious to health , 0.2 , 0.3 , pos
love it a lot , 0.5 , 0.6 , pos
hey you are yourself into makeup and giving knowledge to people please don't mislead people , 0.0 , 0.0 , neg
you are beautiful maiden , 0.85 , 1.0 , pos
please give me some suggestions , 0.0 , 0.0 , neg
please reply first  nice content , 0.42 , 0.67 , pos
can glutathione tablets can used by men  seems promising , 0.2 , 0.5 , pos
why this is even on my recommendations , 0.0 , 0.0 , neg
are you a dermatologist  fraud? , 0.0 , 0.0 , neg
side effects , 0.0 , 0.0 , neg
this lady is sick just like others who believe in fairness is beauty  absolutely insane  please change your mindset , -0.86 , 0.93 , neg
thanks so much , 0.2 , 0.2 , pos
i better use sweat fir glowing skin , 0.5 , 0.5 , pos
you are so beautiful , 0.85 , 1.0 , pos
now a day everyone promoting chemicals processed food only , 0.0 , 1.0 , neg
welcome stupids to my channel , 0.8 , 0.9 , pos
superb , 1.0 , 1.0 , pos
mom thank you so much , 0.2 , 0.2 , pos
research  doesn't believe blindly , -0.5 , 0.67 , neg
how many capsules in a day  nicely? , 0.55 , 0.75 , pos
love the fact that many guys don't have problems with dark toned girls anymore  people have grown wiser , 0.28 , 0.5 , pos
if you take these pills for whitening    you will conform to disease warning for you , 0.0 , 0.0 , neg
in logon ne youtube ko clinic ban liya hai dr joe bequest hai ye sb , 0.0 , 0.0 , neg
after spending 40k no result , 0.0 , 0.0 , neg
in the name of proving she wants views for her videos , 0.2 , 0.1 , pos
she   wears 10kg of makeup for the video , 0.0 , 0.0 , neg
how can i get it   it works? , 0.0 , 0.0 , neg
you are a liar  are you proud of it , 0.8 , 1.0 , pos
first remove the filters in your video it is edited before upload , 0.25 , 0.33 , pos
so skin whitening creams were not enough we need capsules  medicines  drips its inject stuff to make one white  when will this madness stop     is being happy with who you are gosh , 0.27 , 0.5 , pos
mom pleases your shade of lipstick , 0.0 , 0.0 , neg
are there no side effects , 0.0 , 0.0 , neg
guys  let report this video and save thousands of people from getting badly affected by this , -0.7 , 0.67 , neg
i think its nice product , 0.6 , 1.0 , pos
rip doctors , 0.0 , 0.0 , neg
definitely i can see the change in your skin tone but  please don't make such experiments it might give opposite results  in  future  best way is to do facial exercise , 0.17 , 0.24 , pos
works for me , 0.0 , 0.0 , neg
i used it for 3 months but i cannot see any results , 0.0 , 0.0 , neg
beautiful man , 0.85 , 1.0 , pos
don't  try  this  don't  waste  your  money  don't  damage  your  liver  with  side  effect of  this  medicine , -0.2 , 0.0 , neg
side effect too much , 0.2 , 0.2 , pos
i think you should try reflecting , 0.0 , 0.0 , neg
price , 0.0 , 0.0 , neg
why you use this type of artificial vitamins  is it to have no side effects  if you need then take it naturally   sweet girl , -0.12 , 0.82 , neg
beware of kidney stones being formed , 0.0 , 0.0 , neg
darker skin is more sexy and glamorous  when compared to white skin    people are doing everything to get skin tanned , 0.33 , 0.5 , pos
just for money don't promote such type of misleading product  you are earning money from innocent girls , 0.25 , 0.6 , pos
i took for 4 months   i see very little improvement   i want to become fair  any other medicine suggestions , 0.11 , 0.64 , pos
if you are happy with what you have then nothing is required to be young and beautiful be happy be young , 0.53 , 0.76 , pos
mom are you using this tablet please tell me , 0.0 , 0.0 , neg
this is funny , 0.25 , 1.0 , pos
i did not expect this from you  still promoting to get lighter skin tone instead of encouraging people to be happy in their own skin  this ad wasn't worth all , 0.57 , 0.7 , pos
mental who is like this , -0.1 , 0.2 , neg
people who think white skin is very beautiful then they are wrong  dark skin also beautiful  lord krishna was also blessed with dark skin , 0.18 , 0.62 , pos
its paid promotion guys fake ha don't use it , -0.5 , 1.0 , neg
you are good looking , 0.7 , 0.6 , pos
you are so cute  natural skin , 0.3 , 0.7 , pos
color is doesn't matter i'm dark but i'm not ugly , 0.1 , 0.7 , pos
i'm happy with my skin if you are talented skin color no matter , 0.75 , 0.95 , pos
dose anyone gets any change by using this product plz tell me , 0.0 , 0.0 , neg
no point in becoming fair even rihanna and will smith are black , 0.33 , 0.73 , pos
see no one said that being black is not fair   its just that whoever wants to be fair they can try , 0.1 , 0.58 , pos
how much does it cost? , 0.2 , 0.2 , pos
glutton 1000 available in pakistan , 0.4 , 0.4 , pos
make a video how to improve digestive system  i'm sure 90  people have a bad digestive system  i'm also , -0.1 , 0.78 , neg
am satisfied with my dark skin , 0.17 , 0.7 , pos
it is working , 0.0 , 0.0 , neg
but your skin is not glowing why , 0.0 , 0.0 , neg
i'm the only one to dislike this video , 0.0 , 1.0 , neg
discrimination from such sponsor videos   don't fool indeed , 0.0 , 0.5 , neg
do colors of skin matters if you have a fair heart , 0.7 , 0.9 , pos
wow never expected this woman to make such a video , 0.05 , 0.63 , pos
why you guys are promoting fairness , 0.0 , 0.0 , neg
any side effects , 0.0 , 0.0 , neg
super duper , 0.33 , 0.67 , pos
i love you , 0.5 , 0.6 , pos
allow your bodies to consume dead cells from being on the water fast for a week  start with 24hr water fast  does wonders , 0.07 , 0.53 , pos
take natural gluthonine from cabbage cauliflower broccoli radish  keep glowing  avoid any form of supplements  go natural foods , 0.1 , 0.4 , pos
how many boxes to buy incase we need to finish 4month course , 0.5 , 0.5 , pos
don't waste your time and health this is a paid ad , -0.2 , 0.0 , neg
what the hell , 0.0 , 0.0 , neg
report this video  upside right option , 0.29 , 0.54 , pos
please don't ruin their life , 0.0 , 0.0 , neg
this product will work a lot in west indies , 0.0 , 0.0 , neg
don't use any type of medicine natural looking good color don't matter , 0.4 , 0.5 , pos
you are so beautiful , 0.85 , 1.0 , pos
does it reduce pimples? , 0.0 , 0.0 , neg
thanks , 0.2 , 0.2 , pos
my advice without proper doctor advise do not opt any such products as any medical complications could cost you  alot  don't run behind the ads without consent from a doctor , -0.1 , 0.32 , neg
i love you , 0.5 , 0.6 , pos
i love you , 0.5 , 0.6 , pos
i love you , 0.5 , 0.6 , pos
i love you , 0.5 , 0.6 , pos
my body skin is so fair but my face has become so tanned according to body color and especially forehead what to do now , 0.35 , 0.95 , pos
don't create inferiority complex of your face your face and you are unique so don't waste your time in uniqueness  you're awesome , 0.22 , 0.6 , pos
stupidity , -0.6 , 1.0 , neg
we are black king  will u be our queen , -0.17 , 0.43 , neg
is this video  sponsored , 0.0 , 0.0 , neg
side effects , 0.0 , 0.0 , neg
melanin is required , 0.0 , 0.0 , neg
what the hell , 0.0 , 0.0 , neg
great results , 0.8 , 0.75 , pos
acceptance , 0.0 , 0.0 , neg
don't use medicine , 0.0 , 0.0 , neg
does this work on men and what sunscreen you suggest for men? , 0.0 , 0.0 , neg
i love your genuine opinion , 0.45 , 0.55 , pos
not fda approved , 0.0 , 0.0 , neg
really good , 0.7 , 0.6 , pos
waste video , -0.2 , 0.0 , neg
are you a doctor  man how are you prescribing it this is irresponsible on your part? , 0.0 , 0.0 , neg
that tablet is just like having juice like racine its just vitamin c  doctor had prescribed it to my lil sis as she was getting excess pimples and it worked , 0.0 , 0.0 , neg
i will  give you the result , 0.0 , 0.0 , neg
superb , 1.0 , 1.0 , pos
how much price , 0.2 , 0.2 , pos
side effects are there it's so rare to find these kinds of products without any harm to our body  so imagine what if we are using this product for long  save yourself , 0.12 , 0.65 , pos
guys are aware its all these rubbish stuffs are very harmful for health for fair skin we need do yoga and gym on a daily basis this lady is promoting is highly paid don't believe them and be organic , 0.26 , 0.4 , pos
it didn't go well with me in fact i started getting pimples all over my face and now i am cured that too , 0.0 , 0.0 , neg
actually it wouldn't work , 0.0 , 0.1 , neg
dark skin is definitely turning on , -0.07 , 0.45 , neg
if you think you are so because of these  damn it , 0.0 , 0.0 , neg
can boys use? , 0.0 , 0.0 , neg
carrot orange juice is a natural way to improve skin tone please don't use this type of tables  side effect  is sure , 0.3 , 0.64 , pos
they have any side effects madam please tell me , 0.0 , 0.0 , neg
thank you , 0.0 , 0.0 , neg
i am happy with my dusky complexion  please report this , 0.8 , 1.0 , pos
why is everyone crazy to become fair just accept your skin tone    love your skin there is nothing that can change you from dark to fair please use common sense  just take care of your skin  but don't try to change the skin color? , 0.14 , 0.7 , pos
drinking good acerola cherry powder vitamin c  is the best  for skin and body , 0.85 , 0.45 , pos
don't believe this too many side effects , 0.5 , 0.5 , pos
without makeup no one would like to see you , 0.0 , 0.0 , neg
i feel like reporting your channel , 0.0 , 0.0 , neg
you look like 40 years old grandma when you talk your wrinkles are laughing sorry grandma , -0.2 , 0.6 , neg
are you a doctor , 0.0 , 0.0 , neg
man can you share your previous pics before taking this supplement , -0.17 , 0.17 , neg
stop encouraging like this activity by sponsorship wake up feeling shame , 0.0 , 0.0 , neg
don t use pleases this drug , 0.0 , 0.0 , neg
just saw an old videos your skin looks far more beautiful in your old videos i am convinced skin color hardly matters , 0.23 , 0.57 , pos
but i can't see any changes with you , 0.0 , 0.0 , neg
i am so annoyed  youtube wouldn't stop suggesting me this stupid video , -0.6 , 0.9 , neg
this is working , 0.0 , 0.0 , neg
please price , 0.0 , 0.0 , neg
total paid promotion , 0.0 , 0.75 , neg
this is totally insane n harmful , -1.0 , 1.0 , neg
can we stop using after we get the desired color seems promising? , 0.2 , 0.5 , pos
can we stop using after we get the desired color seems promising? , 0.2 , 0.5 , pos
can we stop using after we get the desired color seems promising? , 0.2 , 0.5 , pos
beautiful video man , 0.85 , 1.0 , pos
no results , 0.0 , 0.0 , neg
report her video guys  this is really shameful , 0.2 , 0.2 , pos
madam   is this medicine available in the african country , 0.2 , 0.2 , pos
i just made a purchase from the link that is mentioned let us see if this works  will share my experience too , 0.0 , 0.0 , neg
business pure business or should i call it a scam , 0.21 , 0.5 , pos
pimple scars , 0.0 , 0.0 , neg
this medicine price , 0.0 , 0.0 , neg
pimples , 0.0 , 0.0 , neg
kindly report this video this is very harmful for our health stop this  guy come to report this type content , 0.4 , 0.6 , pos
report this , 0.0 , 0.0 , neg
she is gone crazy , -0.6 , 0.9 , neg
if we drink glutton 1000 is there any side effects and at age we have to drink the gelatin 1000 with water , 0.0 , 0.0 , neg
your voice is good  in love with that , 0.6 , 0.6 , pos
side effects , 0.0 , 0.0 , neg
please  don't  do  these  type  of  promotions  of  medicine which  are  harmful   only  for  the  sake of  money , 0.0 , 1.0 , neg
can boys use? , 0.0 , 0.0 , neg
can boys use? , 0.0 , 0.0 , neg
side effects , 0.0 , 0.0 , neg
see the well known side effects of drug is infertility and depression which the anchor is facing her   are dull , -0.29 , 0.5 , neg
is it useful for dark spots and pimples? , 0.07 , 0.2 , pos
you are beautiful , 0.85 , 1.0 , pos
does anyone know that gelatin 1000  15 tablets  costs you 2398 rupees? , 0.0 , 0.0 , neg
awesome , 1.0 , 1.0 , pos
nice information  new subscriber , 0.37 , 0.73 , pos
you will very hot and cute , 0.41 , 1.0 , pos
where is available? , 0.4 , 0.4 , pos
you are so cute , 0.5 , 1.0 , pos
you are so cute , 0.5 , 1.0 , pos
very informative video detailing video thanks for sharing  2k more to go for 70k , 0.3 , 0.33 , pos
price , 0.0 , 0.0 , neg
drugs can mess up our body and brain and its irreplaceable , -0.17 , 0.17 , neg
stupid , -0.8 , 1.0 , neg
this effects liver stops this , 0.0 , 0.0 , neg
is already beautiful and is telling as if it was all from eating and drinking , 0.85 , 1.0 , pos
no use , 0.0 , 0.0 , neg
we should not use chemical on our face and tablets , 0.0 , 0.0 , neg
side effects , 0.0 , 0.0 , neg
life sucks , -0.3 , 0.3 , neg
tablets are too much of a cost , 0.2 , 0.2 , pos
start making your heart white   skin never matter , 0.0 , 0.0 , neg
why not after all these  i see your pimples , 0.0 , 0.0 , neg
consuming trace elements in huge amount every day is not going to change anything in the metabolism of the body  it is common sense , 0.05 , 0.7 , pos
we should love our self the way god created us , 0.5 , 0.6 , pos
india is racist , 0.0 , 0.0 , neg
nice but i never try , 0.6 , 1.0 , pos
you will land in the hospital with kidney stone never go with such fools glutathione is another amino acid which if you overuse may make your liver suffer karina kapoor or aiswarya rai never use looks but we used it , 0.0 , 0.5 , neg
thanks for sharing this video , 0.2 , 0.2 , pos
nice mom love your videos , 0.55 , 0.8 , pos
oh i think you are working on the skin which ages totter  friends you get older do not waste time of body attachments  concentrate on the one which never ages  concentrate on supreme , 0.13 , 0.17 , pos
price is too high , 0.16 , 0.54 , pos
no brains , 0.0 , 0.0 , neg
it gives amazing results but you have to use it for 2 3 months , 0.6 , 0.9 , pos
thanks nidhi ji   you are right and great , 0.43 , 0.5 , pos
please guys don't buy it , 0.0 , 0.0 , neg
nice , 0.6 , 1.0 , pos
helps in pimple and dark spot , -0.15 , 0.4 , neg
what to do for pimples acne and pit marks , 0.0 , 0.0 , neg
what the hell  nonsense , 0.0 , 0.0 , neg
melanin production also helps in fighting ageing so the more darker you are the more lucky you are  loving your melanin girls , 0.48 , 0.7 , pos
to make white skin it doesn't need to use all this method as per my knowledge our skin just need sunlight as well as even if we live in cold weather places , -0.15 , 0.5 , neg
i can't buy them , 0.0 , 0.0 , neg
don't  use this product , 0.0 , 0.0 , neg
side effects any allergy , 0.0 , 0.0 , neg
drink adequate amount of water eat fresh fruits  maintain a healthy diet  rather than wasting money on this product , 0.38 , 0.44 , pos
nice work , 0.6 , 1.0 , pos
report this , 0.0 , 0.0 , neg
work well for me , 0.0 , 0.0 , neg
you are very beautiful , 1.0 , 1.0 , pos
racism at its best , 1.0 , 0.3 , pos
karma will come , 0.0 , 0.0 , neg
i love to be fair , 0.6 , 0.75 , pos
beauty is fairness , 0.0 , 0.0 , neg